ID,Numeric,plaintext,original_plaintext,Encrypted_Numeric,Encrypted_ID,Decrypted_Numeric,Decrypted_ID,Status,plus50,Swap_Index
B915072383,7615072383,761507238,761507238,794912864,E949128646,761507238,B915072383,OK,False,-1
K123986156,1023986156,602398615,102398615,043235916,E132359162,602398615,K123986156,SWAPPED,True,85
A196478073,0096478073,009647807,009647807,411727565,Q217275657,009647807,A196478073,SWAPPED,False,86
R940720180,9240720180,924072018,924072018,920076851,R900768517,924072018,R940720180,SWAPPED,False,88
K864911408,6064911408,606491140,606491140,607381979,K873819793,606491140,K864911408,OK,False,-1
T940947236,9440947236,444094723,944094723,879152610,M991526105,444094723,T940947236,SWAPPED,True,89
J928067893,8428067893,342806789,842806789,538009108,D880091085,342806789,J928067893,FIXED_50,True,-1
E891413098,5491413098,049141309,549141309,645850507,O858505078,049141309,E891413098,FIXED_50,True,-1
A900785032,7500785032,750078503,750078503,502474766,A824747667,750078503,A900785032,SWAPPED,False,92
A235543011,2535543011,253554301,253554301,046145917,E161459171,253554301,A235543011,SWAPPED,False,93
P114747073,1514747073,651474707,151474707,432316073,S223160730,651474707,P114747073,FIXED_50,True,-1
A111037121,0011037121,001103712,001103712,009045629,A190456297,001103712,A111037121,SWAPPED,False,96
F967569039,8067569039,806756903,806756903,538813966,D888139662,806756903,F967569039,SWAPPED,False,97
N147648986,1347648986,134764898,134764898,018187733,B181877332,134764898,N147648986,OK,False,-1
T124988053,1924988053,692498805,192498805,351707593,K217075939,692498805,T124988053,FIXED_50,True,-1
D984552198,7884552198,788455219,788455219,953763367,U937633671,788455219,D984552198,OK,False,-1
J113109575,0913109575,091310957,091310957,375380858,M253808588,091310957,J113109575,OK,False,-1
O854111669,6454111669,645411166,645411166,946863558,T968635588,645411166,O854111669,OK,False,-1
V219787708,4619787708,461978770,461978770,148920729,O189207290,461978770,V219787708,OK,False,-1
I193090784,0893090784,089309078,089309078,053600466,F136004669,089309078,I193090784,OK,False,-1
A218252780,2518252780,251825278,251825278,430429263,S204292637,251825278,A218252780,OK,False,-1
F981431434,8081431434,808143143,808143143,661866335,Q818663359,808143143,F981431434,OK,False,-1
F279200327,3079200327,807920032,307920032,202267571,U122675714,807920032,F279200327,FIXED_50,True,-1
K956227444,8556227444,855622744,855622744,760219220,B902192205,855622744,K956227444,SWAPPED,False,108
X820830776,7320830776,732083077,732083077,647935246,O879352460,732083077,X820830776,SWAPPED,False,108
S885983295,6885983295,688598329,688598329,875865628,M958656284,688598329,S885983295,OK,False,-1
U108289627,2008289627,700828962,200828962,149594035,O195940359,700828962,U108289627,FIXED_50,True,-1
N229974065,3829974065,382997406,382997406,433699195,S236991954,382997406,N229974065,OK,False,-1
U991521125,9591521125,959152112,959152112,914477240,Q944772401,959152112,U991521125,SWAPPED,False,113
N255655399,3855655399,385565539,385565539,376047832,M260478321,385565539,N255655399,OK,False,-1
O149854699,1449854699,144985469,144985469,091481372,J114813729,144985469,O149854699,SWAPPED,False,114
L960075154,8660075154,866007515,866007515,917649218,Q976492183,866007515,L960075154,SWAPPED,False,116
T935097425,9435097425,943509742,943509742,877797249,M977972490,943509742,T935097425,OK,False,-1
F222829810,3022829810,802282981,302282981,365557486,L255574860,802282981,F222829810,FIXED_50,True,-1
E875642311,5475642311,047564231,547564231,810747668,G907476685,047564231,E875642311,FIXED_50,True,-1
E801740253,5401740253,040174025,540174025,846354354,J963543541,040174025,E801740253,FIXED_50,True,-1
K242573199,3542573199,354257319,354257319,398090727,O280907273,354257319,K242573199,OK,False,-1
P817490753,6517490753,651749075,651749075,703634250,U836342508,651749075,P817490753,OK,False,-1
B853262905,5153262905,015326290,515326290,776023221,C960232214,015326290,B853262905,FIXED_50,True,-1
F202549311,3002549311,300254931,300254931,108079691,K180796916,300254931,F202549311,OK,False,-1
G270157175,3170157175,817015717,317015717,071743287,H117432878,817015717,G270157175,SWAPPED,True,124
I907017735,8307017735,830701773,830701773,841291871,J912918718,830701773,I907017735,OK,False,-1
B854684790,5154684790,015468479,515468479,844636215,J946362159,015468479,B854684790,FIXED_50,True,-1
F208074117,3008074117,300807411,300807411,252924378,A229243788,300807411,F208074117,OK,False,-1
S916379661,9316379661,431637966,931637966,656835619,P868356193,431637966,S916379661,FIXED_50,True,-1
O160115722,1460115722,146011572,146011572,386341293,N263412933,146011572,O160115722,SWAPPED,False,130
U933744691,9533744691,953374469,953374469,910774061,Q907740614,953374469,U933744691,OK,False,-1
D941933751,7841933751,784193375,784193375,845428374,J954283747,784193375,D941933751,OK,False,-1
G933996783,8133996783,813399678,813399678,875879579,M958795795,813399678,G933996783,OK,False,-1
T297308363,4497308363,449730836,449730836,462676955,V226769550,449730836,T297308363,OK,False,-1
D100143406,0300143406,030014340,030014340,212161718,V121617184,030014340,D100143406,SWAPPED,False,134
U293400465,4593400465,459340046,459340046,086404970,I164049700,459340046,U293400465,OK,False,-1
S879834834,6879834834,187983483,687983483,725584191,W855841912,187983483,S879834834,FIXED_50,True,-1
I236177728,3336177728,333617772,333617772,134062219,N140622199,333617772,I236177728,OK,False,-1
X883138428,7383138428,738313842,738313842,807629576,F976295766,738313842,X883138428,OK,False,-1
M836427536,6236427536,623642753,623642753,642231968,O822319686,623642753,M836427536,OK,False,-1
Q196291239,1696291239,169629123,169629123,048627027,E186270274,169629123,Q196291239,OK,False,-1
N874547707,6374547707,637454770,637454770,699883971,T898839716,637454770,N874547707,SWAPPED,False,141
H924625521,8224625521,822462552,822462552,620545134,M805451342,822462552,H924625521,OK,False,-1
R147397281,1747397281,174739728,174739728,389854237,N298542373,174739728,R147397281,OK,False,-1
H859731852,5759731852,075973185,575973185,638155106,N881551060,075973185,H859731852,FIXED_50,True,-1
B172204447,0172204447,017220444,017220444,250736887,A207368875,017220444,B172204447,SWAPPED,False,145
S850552791,6850552791,685055279,685055279,983706197,X937061970,685055279,S850552791,OK,False,-1
U147353460,2047353460,204735346,204735346,476813323,W268133230,204735346,U147353460,SWAPPED,False,148
J900143523,8400143523,340014352,840014352,899907628,O999076285,340014352,J900143523,FIXED_50,True,-1
G824649224,5624649224,562464922,562464922,500010559,A800105596,562464922,G824649224,SWAPPED,False,149
O899487937,6499487937,649948793,649948793,728712133,W887121332,649948793,O899487937,OK,False,-1
J900214983,8400214983,840021498,840021498,710704183,V807041833,840021498,J900214983,OK,False,-1
C918461641,7718461641,771846164,771846164,807053621,F970536213,771846164,C918461641,OK,False,-1
H238465404,3238465404,323846540,323846540,067981661,G179816619,323846540,H238465404,SWAPPED,False,154
H805251009,5705251009,570525100,570525100,845377798,J953777982,570525100,H805251009,OK,False,-1
H886351708,5786351708,578635170,578635170,840709393,J907093937,578635170,H886351708,OK,False,-1
N180676457,1380676457,138067645,138067645,054133240,F141332401,138067645,N180676457,OK,False,-1
E930570614,7930570614,793057061,793057061,969265795,V992657956,793057061,E930570614,OK,False,-1
C131144512,0231144512,023114451,023114451,445238084,T252380845,023114451,C131144512,SWAPPED,False,158
L261541153,3661541153,366154115,366154115,372299496,M222994960,366154115,L261541153,OK,False,-1
V955921906,9655921906,965592190,965592190,737068552,X870685525,965592190,V955921906,OK,False,-1
C935193268,7735193268,773519326,773519326,916311086,Q963110869,773519326,C935193268,OK,False,-1
M229444347,3729444347,872944434,372944434,413477595,Q234775950,872944434,M229444347,FIXED_50,True,-1
L206872575,3606872575,360687257,360687257,209257928,U192579281,360687257,L206872575,OK,False,-1
I834677370,5834677370,583467737,583467737,892721774,O927217741,583467737,I834677370,OK,False,-1
M250405263,3750405263,875040526,375040526,206866941,U168669418,875040526,M250405263,FIXED_50,True,-1
J840608001,5940608001,094060800,594060800,786239379,D962393793,094060800,J840608001,SWAPPED,True,166
F170905187,0570905187,057090518,057090518,328403729,H284037294,057090518,F170905187,OK,False,-1
T248480994,4448480994,944848099,444848099,007434861,A174348610,944848099,T248480994,FIXED_50,True,-1
O802305775,6402305775,140230577,640230577,575078629,H850786299,140230577,O802305775,FIXED_50,True,-1
E231568463,2931568463,293156846,293156846,371183377,M211833778,293156846,E231568463,OK,False,-1
E290862077,2990862077,299086207,299086207,075593183,H155931834,299086207,E290862077,OK,False,-1
X271943873,4871943873,987194387,487194387,409779744,P297797446,987194387,X271943873,FIXED_50,True,-1
O218063820,3918063820,391806382,391806382,296688586,E266885860,391806382,O218063820,OK,False,-1
P291463478,4091463478,909146347,409146347,147712269,O177122693,909146347,P291463478,FIXED_50,True,-1
J818325733,5918325733,591832573,591832573,860593541,L905935415,591832573,J818325733,OK,False,-1
P846136820,6546136820,654613682,654613682,980572209,X905722097,654613682,P846136820,SWAPPED,False,176
U979610561,9579610561,957961056,957961056,719991370,V899913704,957961056,U979610561,SWAPPED,False,177
W999329804,9799329804,979932980,979932980,643226409,O832264090,979932980,W999329804,OK,False,-1
V214545353,4614545353,461454535,461454535,192015423,T120154239,461454535,V214545353,OK,False,-1
O108799455,1408799455,140879945,140879945,469371234,V293712345,140879945,O108799455,OK,False,-1
M136844846,1236844846,123684484,123684484,035766546,D157665464,123684484,M136844846,OK,False,-1
T188998204,1988998204,198899820,198899820,291541137,E215411370,198899820,T188998204,SWAPPED,False,183
H885346114,5785346114,078534611,578534611,907917020,P979170209,078534611,H885346114,FIXED_50,True,-1
I241411264,3341411264,834141126,334141126,223337552,W133375522,834141126,I241411264,FIXED_50,True,-1
K101806051,1001806051,100180605,100180605,323869607,H238696070,100180605,K101806051,OK,False,-1
Z119810338,2419810338,241981033,241981033,049097791,E190977919,241981033,Z119810338,OK,False,-1
N205297338,3805297338,380529733,380529733,126187478,M161874781,380529733,N205297338,OK,False,-1
M256503759,3756503759,375650375,375650375,089071450,I190714509,375650375,M256503759,OK,False,-1
V923392159,9623392159,962339215,962339215,740642850,Z806428508,962339215,V923392159,OK,False,-1
T248894238,4448894238,444889423,444889423,171796358,R117963580,444889423,T248894238,OK,False,-1
G213064268,3113064268,311306426,311306426,433232176,S232321769,311306426,G213064268,OK,False,-1
P824039528,6524039528,652403952,652403952,996871355,Z968713555,652403952,P824039528,OK,False,-1
P196753662,1596753662,659675366,159675366,295625600,E256256008,659675366,P196753662,FIXED_50,True,-1
X240132199,4840132199,484013219,484013219,352892183,K228921835,484013219,X240132199,OK,False,-1
K141699521,1041699521,104169952,104169952,222075384,W120753843,104169952,K141699521,OK,False,-1
C273791255,2773791255,277379125,277379125,003893842,A138938421,277379125,C273791255,OK,False,-1
M255824026,3755824026,875582402,375582402,432957716,S229577168,875582402,M255824026,FIXED_50,True,-1
J973679585,8473679585,347367958,847367958,685445303,S854453039,347367958,J973679585,FIXED_50,True,-1
U969129464,9569129464,956912946,956912946,999256723,Z992567236,956912946,U969129464,OK,False,-1
M108419388,1208419388,620841938,120841938,061304564,G113045645,620841938,M108419388,FIXED_50,True,-1
O934264330,8934264330,393426433,893426433,701265255,U812652552,393426433,O934264330,SWAPPED,True,201
T287930853,4487930853,448793085,448793085,104686375,K146863754,448793085,T287930853,OK,False,-1
X105466990,2305466990,230546699,230546699,237484125,X174841258,230546699,X105466990,OK,False,-1
B801766512,5101766512,010176651,510176651,764064011,B940640111,010176651,B801766512,FIXED_50,True,-1
V896345473,7196345473,719634547,719634547,734552550,X845525507,719634547,V896345473,OK,False,-1
M965294454,8765294454,876529445,876529445,973721478,W937214786,876529445,M965294454,OK,False,-1
A995512287,7595512287,759551228,759551228,727023583,W870235830,759551228,A995512287,OK,False,-1
E284608405,2984608405,298460840,298460840,291683068,E216830682,298460840,E284608405,OK,False,-1
V924590195,9624590195,462459019,962459019,731627664,X816276648,462459019,V924590195,FIXED_50,True,-1
R253486424,4253486424,425348642,425348642,204269921,U142699210,425348642,R253486424,OK,False,-1
A956881225,7556881225,755688122,755688122,939976471,S999764719,755688122,A956881225,OK,False,-1
R178195762,1778195762,177819576,177819576,211500559,V115005598,177819576,R178195762,OK,False,-1
O202310701,3902310701,890231070,390231070,449142093,T291420931,890231070,O202310701,SWAPPED,True,213
M907409811,8707409811,870740981,870740981,853309910,K933099102,870740981,M907409811,OK,False,-1
T251337733,4451337733,945133773,445133773,212810502,V128105025,945133773,T251337733,FIXED_50,True,-1
H875841808,5775841808,077584180,577584180,851345406,K913454063,077584180,H875841808,FIXED_50,True,-1
Z897368786,7497368786,749736878,749736878,660238103,Q802381033,749736878,Z897368786,OK,False,-1
G106362328,0606362328,060636232,060636232,483219576,X232195762,060636232,G106362328,SWAPPED,False,219
J147801391,0947801391,594780139,094780139,146339007,O163390076,594780139,J147801391,FIXED_50,True,-1
I939596952,8339596952,833959695,833959695,676491477,R864914771,833959695,I939596952,OK,False,-1
S834246627,6834246627,683424662,683424662,821766336,H917663360,683424662,S834246627,OK,False,-1
Q125618726,1625618726,162561872,162561872,333271095,I232710950,162561872,Q125618726,OK,False,-1
C219114932,2719114932,271911493,271911493,100455540,K104555408,271911493,C219114932,SWAPPED,False,223
P269632421,4069632421,406963242,406963242,036495979,D164959793,406963242,P269632421,SWAPPED,False,224
K932256078,8532256078,353225607,853225607,624397347,M843973472,353225607,K932256078,SWAPPED,True,226
S135681135,1835681135,683568113,183568113,395018685,O250186855,683568113,S135681135,FIXED_50,True,-1
M131207610,1231207610,623120761,123120761,436581192,S265811929,623120761,M131207610,FIXED_50,True,-1
W810760796,7210760796,221076079,721076079,776844499,C968444994,221076079,W810760796,FIXED_50,True,-1
F118304915,0518304915,551830491,051830491,358670829,K286708298,551830491,F118304915,FIXED_50,True,-1
T838680895,6938680895,193868089,693868089,799260028,E992600284,193868089,T838680895,FIXED_50,True,-1
V852107546,7152107546,715210754,715210754,542015972,E820159727,715210754,V852107546,OK,False,-1
K255872996,3555872996,355587299,355587299,320775408,H207754083,355587299,K255872996,OK,False,-1
D183445787,0383445787,038344578,038344578,478738856,W287388568,038344578,D183445787,OK,False,-1
S107957106,1807957106,180795710,180795710,121390924,M113909246,180795710,S107957106,OK,False,-1
W143433746,2243433746,224343374,224343374,147401169,O174011693,224343374,W143433746,OK,False,-1
V947940479,9647940479,964794047,964794047,887460051,N974600514,964794047,V947940479,OK,False,-1
T227935065,4427935065,942793506,442793506,151494551,P114945515,942793506,T227935065,SWAPPED,True,237
H805737522,5705737522,570573752,570573752,781632456,D916324566,570573752,H805737522,OK,False,-1
K828170134,6028170134,102817013,602817013,603638529,K836385292,102817013,K828170134,FIXED_50,True,-1
I969825144,8369825144,836982514,836982514,670394832,R803948328,836982514,I969825144,OK,False,-1
I803158706,5803158706,580315870,580315870,520133757,C801337576,580315870,I803158706,SWAPPED,False,241
N199731292,1399731292,139973129,139973129,315560788,G255607889,139973129,N199731292,OK,False,-1
Q842441492,6642441492,664244149,664244149,753328788,A933287881,664244149,Q842441492,OK,False,-1
U897711667,7097711667,709771166,709771166,879520725,M995207254,709771166,U897711667,OK,False,-1
N937897197,8837897197,383789719,883789719,955602089,U956020890,383789719,N937897197,FIXED_50,True,-1
X223691911,4823691911,982369191,482369191,497036757,Z270367578,982369191,X223691911,FIXED_50,True,-1
O882867621,6482867621,648286762,648286762,546267484,E862674845,648286762,O882867621,OK,False,-1
C217420875,2717420875,271742087,271742087,402353325,P223533258,271742087,C217420875,OK,False,-1
G286244956,3186244956,318624495,318624495,167668268,Q176682681,318624495,G286244956,OK,False,-1
M923179774,8723179774,872317977,872317977,535812858,D858128580,872317977,M923179774,OK,False,-1
U896146844,7096146844,709614684,709614684,592927048,J829270481,709614684,U896146844,OK,False,-1
O993337681,8993337681,399333768,899333768,688694487,S886944872,399333768,O993337681,FIXED_50,True,-1
J973521146,8473521146,847352114,847352114,952362748,U923627487,847352114,J973521146,OK,False,-1
E189484181,0489484181,048948418,048948418,352604325,K226043258,048948418,E189484181,OK,False,-1
O259852770,3959852770,895985277,395985277,158152485,P181524855,895985277,O259852770,FIXED_50,True,-1
Z929076693,9929076693,992907669,992907669,778220320,C982203208,992907669,Z929076693,OK,False,-1
H971992011,8271992011,827199201,827199201,960651207,V906512077,827199201,H971992011,OK,False,-1
Z148364229,2448364229,744836422,244836422,471782578,W217825789,744836422,Z148364229,FIXED_50,True,-1
X247879159,4847879159,984787915,484787915,207460094,U174600943,984787915,X247879159,FIXED_50,True,-1
G270381537,3170381537,817038153,317038153,001849265,A118492657,817038153,G270381537,SWAPPED,True,260
A890131824,5090131824,009013182,509013182,538080728,D880807289,009013182,A890131824,FIXED_50,True,-1
R266548166,4266548166,426654816,426654816,421794712,R217947122,426654816,R266548166,OK,False,-1
F889682753,5589682753,558968275,558968275,824287659,H942876599,558968275,F889682753,OK,False,-1
E832039267,5432039267,543203926,543203926,649588785,O895887851,543203926,E832039267,OK,False,-1
T228435313,4428435313,442843531,442843531,159215413,P192154136,442843531,T228435313,OK,False,-1
J273518314,3473518314,847351831,347351831,115741152,L157411524,847351831,J273518314,FIXED_50,True,-1
K248361924,3548361924,354836192,354836192,209537774,U195377743,354836192,K248361924,OK,False,-1
L878458889,6178458889,617845888,617845888,945972706,T959727064,617845888,L878458889,OK,False,-1
V992290728,9692290728,469229072,969229072,925057322,R950573228,469229072,V992290728,FIXED_50,True,-1
A262592833,2562592833,256259283,256259283,419121243,Q291212436,256259283,A262592833,OK,False,-1
C916913295,7716913295,771691329,771691329,805311826,F953118266,771691329,C916913295,OK,False,-1
D116143118,0316143118,031614311,031614311,104394736,K143947360,031614311,D116143118,OK,False,-1
C119465432,0219465432,521946543,021946543,167157786,Q171577863,521946543,C119465432,FIXED_50,True,-1
M821924260,6221924260,622192426,622192426,744400514,Z844005143,622192426,M821924260,OK,False,-1
X298547679,4898547679,489854767,489854767,059948341,F199483419,489854767,X298547679,SWAPPED,False,275
D869811069,5369811069,036981106,536981106,588658182,I886581827,036981106,D869811069,FIXED_50,True,-1
N101867181,1301867181,630186718,130186718,359149117,K291491175,630186718,N101867181,FIXED_50,True,-1
O937399812,8937399812,393739981,893739981,637932902,N879329021,393739981,O937399812,SWAPPED,True,278
M852524307,6252524307,125252430,625252430,584260750,I842607506,125252430,M852524307,FIXED_50,True,-1
I886368137,5886368137,588636813,588636813,524456003,C844560033,588636813,I886368137,OK,False,-1
W979061043,9779061043,977906104,977906104,667769040,Q877690403,977906104,W979061043,OK,False,-1
X123000141,2323000141,232300014,232300014,082786677,I127866774,232300014,X123000141,OK,False,-1
J177647190,0977647190,597764719,097764719,286681275,D266812759,597764719,J177647190,FIXED_50,True,-1
T806976335,6906976335,190697633,690697633,818279879,G982798797,190697633,T806976335,SWAPPED,True,284
H906138712,8206138712,820613871,820613871,569987275,G899872751,820613871,H906138712,SWAPPED,False,285
Z960698579,9960698579,996069857,996069857,531318472,D813184728,996069857,Z960698579,OK,False,-1
O177274610,1477274610,147727461,147727461,349144333,J291443338,147727461,O177274610,OK,False,-1
Z292959061,4992959061,999295906,499295906,349116009,J291160094,999295906,Z292959061,FIXED_50,True,-1
T932689001,9432689001,943268900,943268900,513069088,B830690885,943268900,T932689001,OK,False,-1
D153661193,0353661193,535366119,035366119,266895962,B268959628,535366119,D153661193,SWAPPED,True,290
K923768949,8523768949,352376894,852376894,528353447,C883534479,352376894,K923768949,SWAPPED,True,291
O161310623,1461310623,146131062,146131062,395320158,O253201582,146131062,O161310623,OK,False,-1
J813491741,5913491741,591349174,591349174,742242914,Z822429149,591349174,J813491741,SWAPPED,False,295
C256112705,2756112705,775611270,275611270,491885398,Z218853984,775611270,C256112705,SWAPPED,True,294
S966425412,9366425412,936642541,936642541,838263086,I982630867,936642541,S966425412,OK,False,-1
D942224966,7842224966,784222496,784222496,701238363,U812383632,784222496,D942224966,SWAPPED,False,296
P290350338,4090350338,409035033,409035033,012714453,B127144530,409035033,P290350338,OK,False,-1
H262045578,3262045578,326204557,326204557,299996809,E299968098,326204557,H262045578,OK,False,-1
L912094161,8612094161,361209416,861209416,621579902,M815799028,361209416,L912094161,FIXED_50,True,-1
U194734557,2094734557,209473455,209473455,006114151,A161141518,209473455,U194734557,OK,False,-1
H211133001,3211133001,321113300,321113300,271567904,C215679049,321113300,H211133001,SWAPPED,False,301
R918137651,9218137651,921813765,921813765,884723474,N947234746,921813765,R918137651,OK,False,-1
