ID,Numeric,original_plaintext,plaintext,Encrypted_Numeric,Encrypted_ID,Decrypted_Numeric,Decrypted_ID,Status,plus50,Swap_Index
F207906236,3007906236,300790623,300790623,040650008,E106500086,300790623,F207906236,OK,False,-1
D903495029,7803495029,780349502,780349502,417979990,Q279799907,780349502,D903495029,OK,False,-1
S995128066,9395128066,939512806,939512806,836441247,I964412478,939512806,S995128066,OK,False,-1
K201000837,3501000837,350100083,350100083,624894457,M848944579,350100083,K201000837,OK,False,-1
H254523509,3254523509,325452350,325452350,873119071,M931190714,325452350,H254523509,OK,False,-1
E982309038,7982309038,798230903,798230903,507080691,A870806919,798230903,E982309038,OK,False,-1
F159190060,0559190060,055919006,055919006,297167254,E271672544,055919006,F159190060,OK,False,-1
K195551250,1095551250,109555125,109555125,877685886,M976858866,109555125,K195551250,OK,False,-1
F238516191,3038516191,303851619,303851619,590085845,J800858456,303851619,F238516191,OK,False,-1
X277186854,4877186854,487718685,487718685,294392248,E243922486,487718685,X277186854,OK,False,-1
B240400579,2640400579,264040057,264040057,947102870,T971028702,264040057,B240400579,OK,False,-1
X185980426,2385980426,238598042,238598042,452658117,U226581171,238598042,X185980426,OK,False,-1
Q111908708,1611908708,161190870,161190870,877759103,M977591039,161190870,Q111908708,OK,False,-1
U857054941,7057054941,705705494,705705494,684065040,S840650404,705705494,U857054941,OK,False,-1
C279827754,2779827754,277982775,277982775,918406593,Q984065930,277982775,C279827754,OK,False,-1
S207003258,4307003258,430700325,430700325,294091769,E240917698,430700325,S207003258,OK,False,-1
W825246703,7225246703,722524670,722524670,367650740,L276507403,722524670,W825246703,OK,False,-1
V267670876,4667670876,466767087,466767087,891610234,O916102346,466767087,V267670876,OK,False,-1
F982195400,8082195400,808219540,808219540,194760564,T147605646,808219540,F982195400,OK,False,-1
P230724796,4030724796,403072479,403072479,624199557,M841995578,403072479,P230724796,OK,False,-1
M290061861,3790061861,379006186,379006186,122122490,M121224903,379006186,M290061861,OK,False,-1
R805010630,6705010630,670501063,670501063,389480038,N294800383,670501063,R805010630,OK,False,-1
V804049408,7104049408,710404940,710404940,671746974,R817469741,710404940,V804049408,OK,False,-1
B101598770,0101598770,010159877,010159877,281781810,D217818107,010159877,B101598770,OK,False,-1
R112974761,1712974761,171297476,171297476,457750765,U277507656,171297476,R112974761,OK,False,-1
P129003793,1529003793,152900379,152900379,277715692,C277156921,152900379,P129003793,OK,False,-1
J976788812,8476788812,847678881,847678881,921474336,R914743368,847678881,J976788812,OK,False,-1
Z296581523,4996581523,499658152,499658152,682839317,S828393179,499658152,Z296581523,OK,False,-1
I209204689,3309204689,330920468,330920468,686761427,S867614279,330920468,I209204689,OK,False,-1
U916312300,9516312300,951631230,951631230,419216342,Q292163423,951631230,U916312300,OK,False,-1
U260127522,4560127522,456012752,456012752,287362787,D273627877,456012752,U260127522,OK,False,-1
U107634173,2007634173,200763417,200763417,398428150,O284281501,200763417,U107634173,OK,False,-1
T236161626,4436161626,443616162,443616162,452346923,U223469230,443616162,T236161626,OK,False,-1
B105941624,0105941624,010594162,010594162,056672842,F166728421,010594162,B105941624,OK,False,-1
A997606602,7597606602,759760660,759760660,232709570,X127095708,759760660,A997606602,OK,False,-1
T198097018,1998097018,199809701,199809701,625595875,M855958752,199809701,T198097018,OK,False,-1
D224265894,2824265894,282426589,282426589,613928910,L839289108,282426589,D224265894,OK,False,-1
G201424058,3101424058,310142405,310142405,070219980,H102199802,310142405,G201424058,OK,False,-1
I125763298,0825763298,082576329,082576329,925414466,R954144661,082576329,I125763298,OK,False,-1
R807221435,6707221435,670722143,670722143,926300801,R963008016,670722143,R807221435,OK,False,-1
B168960772,0168960772,016896077,016896077,509329183,A893291836,016896077,B168960772,OK,False,-1
G218645405,3118645405,311864540,311864540,369547498,L295474983,311864540,G218645405,OK,False,-1
S132979825,1832979825,183297982,183297982,796879645,E968796459,183297982,S132979825,OK,False,-1
S163569680,1863569680,186356968,186356968,930694130,S906941306,186356968,S163569680,OK,False,-1
G272060997,3172060997,317206099,317206099,940388733,T903887333,317206099,G272060997,OK,False,-1
W248026752,4748026752,474802675,474802675,469595523,V295955231,474802675,W248026752,OK,False,-1
Z855283000,7455283000,745528300,745528300,510306186,B803061869,745528300,Z855283000,OK,False,-1
L826764129,6126764129,612676412,612676412,614789931,L847899314,612676412,L826764129,OK,False,-1
O122382916,1422382916,142238291,142238291,373540215,M235402159,142238291,O122382916,OK,False,-1
H159642632,0759642632,075964263,075964263,468612591,V286125912,075964263,H159642632,OK,False,-1
M245060912,3745060912,374506091,374506091,753839853,A938398530,374506091,M245060912,OK,False,-1
I109023619,0809023619,080902361,080902361,638657477,N886574778,080902361,I109023619,OK,False,-1
Q897264203,6697264203,669726420,669726420,379721589,M297215894,669726420,Q897264203,OK,False,-1
C268138013,2768138013,276813801,276813801,689594238,S895942386,276813801,C268138013,OK,False,-1
Q966366827,9166366827,916636682,916636682,334945920,I249459202,916636682,Q966366827,OK,False,-1
O269363315,3969363315,396936331,396936331,726477559,W864775592,396936331,O269363315,OK,False,-1
U279326677,4579326677,457932667,457932667,045198095,E151980954,457932667,U279326677,OK,False,-1
X925388591,9825388591,982538859,982538859,746706312,Z867063125,982538859,X925388591,OK,False,-1
U258977183,4558977183,455897718,455897718,266997594,B269975948,455897718,U258977183,OK,False,-1
C292630366,2792630366,279263036,279263036,408127408,P281274085,279263036,C292630366,OK,False,-1
I198568278,0898568278,089856827,089856827,200257238,U102572383,089856827,I198568278,OK,False,-1
W151523348,2251523348,225152334,225152334,957030921,U970309218,225152334,W151523348,OK,False,-1
K866062202,6066062202,606606220,606606220,474135793,W241357932,606606220,K866062202,OK,False,-1
G264218354,3164218354,316421835,316421835,969366457,V993664571,316421835,G264218354,OK,False,-1
P148974637,1548974637,154897463,154897463,148722739,O187227392,154897463,P148974637,OK,False,-1
W294521626,4794521626,479452162,479452162,740830966,Z808309668,479452162,W294521626,OK,False,-1
S257312560,4357312560,435731256,435731256,414546829,Q245468297,435731256,S257312560,OK,False,-1
A192463718,0092463718,009246371,009246371,718892457,V888924577,009246371,A192463718,OK,False,-1
P260079982,4060079982,406007998,406007998,357459058,K274590580,406007998,P260079982,OK,False,-1
A295123722,2595123722,259512372,259512372,434839378,S248393780,259512372,A295123722,OK,False,-1
O296260192,3996260192,399626019,399626019,254658403,A246584037,399626019,O296260192,OK,False,-1
L157672885,1157672885,115767288,115767288,577416931,H874169316,115767288,L157672885,OK,False,-1
V250013987,4650013987,465001398,465001398,513604423,B836044234,465001398,V250013987,OK,False,-1
T124184984,1924184984,192418498,192418498,634912119,N849121197,192418498,T124184984,OK,False,-1
P179407090,1579407090,157940709,157940709,996090402,Z960904027,157940709,P179407090,OK,False,-1
Z228709019,4928709019,492870901,492870901,541758416,E817584163,492870901,Z228709019,OK,False,-1
K248311264,3548311264,354831126,354831126,438489848,S284898482,354831126,K248311264,OK,False,-1
Z226579237,4926579237,492657923,492657923,309739040,F297390404,492657923,Z226579237,OK,False,-1
D183378594,0383378594,038337859,038337859,641532658,O815326582,038337859,D183378594,OK,False,-1
O238827786,3938827786,393882778,393882778,219931658,V199316587,393882778,O238827786,OK,False,-1
O823491543,6423491543,642349154,642349154,807287564,F972875642,642349154,O823491543,OK,False,-1
R178909793,1778909793,177890979,177890979,510294004,B802940049,177890979,R178909793,OK,False,-1
B230210116,2630210116,263021011,263021011,121639339,M116393393,263021011,B230210116,OK,False,-1
K232898474,3532898474,353289847,353289847,346072884,J260728842,353289847,K232898474,OK,False,-1
T152382310,1952382310,195238231,195238231,669645866,Q896458667,195238231,T152382310,OK,False,-1
T231306465,4431306465,443130646,443130646,091045343,J110453432,443130646,T231306465,OK,False,-1
U116198653,2016198653,201619865,201619865,560092231,G800922315,201619865,U116198653,OK,False,-1
O102266966,1402266966,140226696,140226696,387136952,N271369521,140226696,O102266966,OK,False,-1
Z929133273,9929133273,992913327,992913327,129118416,M191184165,992913327,Z929133273,OK,False,-1
L212354355,3612354355,361235435,361235435,291862156,E218621565,361235435,L212354355,OK,False,-1
P144125683,1544125683,154412568,154412568,315909001,G259090013,154412568,P144125683,OK,False,-1
C288557050,2788557050,278855705,278855705,315282681,G252826819,278855705,C288557050,OK,False,-1
U102315217,2002315217,200231521,200231521,953033363,U930333632,200231521,U102315217,OK,False,-1
U937134888,9537134888,953713488,953713488,039071244,D190712444,953713488,U937134888,OK,False,-1
W221358746,4721358746,472135874,472135874,630018081,N800180812,472135874,W221358746,OK,False,-1
M107590660,1207590660,120759066,120759066,260855732,B208557322,120759066,M107590660,OK,False,-1
A912556774,7512556774,751255677,751255677,891030285,O910302851,751255677,A912556774,OK,False,-1
N827887589,6327887589,632788758,632788758,805591331,F955913312,632788758,N827887589,OK,False,-1
E137279034,0437279034,043727903,043727903,599727625,J897276253,043727903,E137279034,OK,False,-1
E184482605,0484482605,048448260,048448260,729809526,W898095263,048448260,E184482605,OK,False,-1
S227227316,4327227316,432722731,432722731,076842054,H168420546,432722731,S227227316,OK,False,-1
Z294542117,4994542117,499454211,499454211,259698823,A296988236,499454211,Z294542117,OK,False,-1
C116384485,0216384485,021638448,021638448,181365930,S113659308,021638448,C116384485,OK,False,-1
Q135712562,1635712562,163571256,163571256,888131577,N981315771,163571256,Q135712562,OK,False,-1
Q845319273,6645319273,664531927,664531927,656637281,P866372813,664531927,Q845319273,OK,False,-1
N839466125,6339466125,633946612,633946612,478551603,W285516037,633946612,N839466125,OK,False,-1
H195335754,0795335754,079533575,079533575,132886791,N128867916,079533575,H195335754,OK,False,-1
H214596804,3214596804,321459680,321459680,687069855,S870698556,321459680,H214596804,OK,False,-1
E830340187,5430340187,543034018,543034018,333111057,I231110572,543034018,E830340187,OK,False,-1
Q265105148,4165105148,416510514,416510514,454767791,U247677912,416510514,Q265105148,OK,False,-1
W146505794,2246505794,224650579,224650579,480312870,X203128702,224650579,W146505794,OK,False,-1
M267920784,3767920784,376792078,376792078,512345356,B823453569,376792078,M267920784,OK,False,-1
M193096882,1293096882,129309688,129309688,691315371,T813153717,129309688,M193096882,OK,False,-1
S297697211,4397697211,439769721,439769721,222957133,W129571338,439769721,S297697211,OK,False,-1
M203141127,3703141127,370314112,370314112,085391337,I153913379,370314112,M203141127,OK,False,-1
H141824291,0741824291,074182429,074182429,499762527,Z297625275,074182429,H141824291,OK,False,-1
X891970930,7391970930,739197093,739197093,522744061,C827440612,739197093,X891970930,OK,False,-1
C225958002,2725958002,272595800,272595800,104600597,K146005976,272595800,C225958002,OK,False,-1
L940313573,8640313573,864031357,864031357,383070027,N230700277,864031357,L940313573,OK,False,-1
X832705564,7332705564,733270556,733270556,691273685,T812736856,733270556,X832705564,OK,False,-1
R130472359,1730472359,173047235,173047235,482802119,X228021197,173047235,R130472359,OK,False,-1
X848270330,7348270330,734827033,734827033,023015247,C130152476,734827033,X848270330,OK,False,-1
L204126598,3604126598,360412659,360412659,756681950,A966819508,360412659,L204126598,OK,False,-1
U995895386,9595895386,959589538,959589538,538921232,D889212320,959589538,U995895386,OK,False,-1
R214849950,4214849950,421484995,421484995,347467954,J274679549,421484995,R214849950,OK,False,-1
Z178230996,2478230996,247823099,247823099,917818347,Q978183472,247823099,Z178230996,OK,False,-1
T845375345,6945375345,694537534,694537534,834005742,I940057420,694537534,T845375345,OK,False,-1
D239412798,2839412798,283941279,283941279,452571882,U225718825,283941279,D239412798,OK,False,-1
X843373701,7343373701,734337370,734337370,622588957,M825889575,734337370,X843373701,OK,False,-1
S197162319,1897162319,189716231,189716231,505071160,A850711606,189716231,S197162319,OK,False,-1
K234027428,3534027428,353402742,353402742,423007376,R230073769,353402742,K234027428,OK,False,-1
Q246899518,4146899518,414689951,414689951,674700956,R847009566,414689951,Q246899518,OK,False,-1
J893134665,5993134665,599313466,599313466,832945791,I929457911,599313466,J893134665,OK,False,-1
D817714820,5317714820,531771482,531771482,907017461,P970174612,531771482,D817714820,OK,False,-1
R160946077,1760946077,176094607,176094607,698972452,T889724524,176094607,R160946077,OK,False,-1
B266594469,2666594469,266659446,266659446,433548779,S235487791,266659446,B266594469,OK,False,-1
Q132733765,1632733765,163273376,163273376,338190218,I281902182,163273376,Q132733765,OK,False,-1
M173378534,1273378534,127337853,127337853,963906870,V939068708,127337853,M173378534,OK,False,-1
K953898343,8553898343,855389834,855389834,783082807,D930828070,855389834,K953898343,OK,False,-1
I211396629,3311396629,331139662,331139662,259511409,A295114090,331139662,I211396629,OK,False,-1
F208914661,3008914661,300891466,300891466,600811596,K808115968,300891466,F208914661,OK,False,-1
V259026686,4659026686,465902668,465902668,729236200,W892362005,465902668,V259026686,OK,False,-1
M103853326,1203853326,120385332,120385332,274214125,C242141252,120385332,M103853326,OK,False,-1
M188867833,1288867833,128886783,128886783,988759722,X987597229,128886783,M188867833,OK,False,-1
S898231693,6898231693,689823169,689823169,338008931,I280089313,689823169,S898231693,OK,False,-1
C859208424,5259208424,525920842,525920842,416256136,Q262561368,525920842,C859208424,OK,False,-1
T191237256,1991237256,199123725,199123725,446128710,T261287106,199123725,T191237256,OK,False,-1
J819159868,5919159868,591915986,591915986,557424041,F874240412,591915986,J819159868,OK,False,-1
B188946170,0188946170,018894617,018894617,437832337,S278323376,018894617,B188946170,OK,False,-1
Q977156006,9177156006,917715600,917715600,554751050,F847510501,917715600,Q977156006,OK,False,-1
G912110612,8112110612,811211061,811211061,747771153,Z877711530,811211061,G912110612,OK,False,-1
X205446098,4805446098,480544609,480544609,204091001,U140910010,480544609,X205446098,OK,False,-1
C818545266,5218545266,521854526,521854526,975543351,W955433510,521854526,C818545266,OK,False,-1
O951881479,8951881479,895188147,895188147,424715545,R247155454,895188147,O951881479,OK,False,-1
X296966087,4896966087,489696608,489696608,441413810,T214138105,489696608,X296966087,OK,False,-1
K275745749,3575745749,357574574,357574574,720447140,W804471402,357574574,K275745749,OK,False,-1
V178196843,2178196843,217819684,217819684,438709292,S287092928,217819684,V178196843,OK,False,-1
T215505922,4415505922,441550592,441550592,928731856,R987318564,441550592,T215505922,OK,False,-1
J212530309,3412530309,341253030,341253030,378949770,M289497702,341253030,J212530309,OK,False,-1
T169626461,1969626461,196962646,196962646,692107289,T821072892,196962646,T169626461,OK,False,-1
S232279180,4332279180,433227918,433227918,366665850,L266658500,433227918,S232279180,OK,False,-1
C877734203,5277734203,527773420,527773420,115407689,L154076890,527773420,C877734203,OK,False,-1
B253118777,2653118777,265311877,265311877,554667587,F846675870,265311877,B253118777,OK,False,-1
S945750303,9345750303,934575030,934575030,131669258,N116692589,934575030,S945750303,OK,False,-1
W134560883,2234560883,223456088,223456088,048484943,E184849431,223456088,W134560883,OK,False,-1
C905942806,7705942806,770594280,770594280,733688073,X836880737,770594280,C905942806,OK,False,-1
D282518201,2882518201,288251820,288251820,947283285,T972832853,288251820,D282518201,OK,False,-1
I140854530,0840854530,084085453,084085453,010661889,B106618893,084085453,I140854530,OK,False,-1
R166185907,1766185907,176618590,176618590,954394787,U943947873,176618590,R166185907,OK,False,-1
R204358933,4204358933,420435893,420435893,401119677,P211196772,420435893,R204358933,OK,False,-1
V191522976,2191522976,219152297,219152297,313416665,G234166650,219152297,V191522976,OK,False,-1
U250676894,4550676894,455067689,455067689,180388438,S103884380,455067689,U250676894,OK,False,-1
X289749165,4889749165,488974916,488974916,104648829,K146488297,488974916,X289749165,OK,False,-1
X271171939,4871171939,487117193,487117193,276411445,C264114455,487117193,X271171939,OK,False,-1
R959655712,9259655712,925965571,925965571,456355329,U263553293,925965571,R959655712,OK,False,-1
H233803002,3233803002,323380300,323380300,907678442,P976784425,323380300,H233803002,OK,False,-1
A261506048,2561506048,256150604,256150604,716168240,V861682409,256150604,A261506048,OK,False,-1
B157400729,0157400729,015740072,015740072,102790873,K127908738,015740072,B157400729,OK,False,-1
W257348485,4757348485,475734848,475734848,113676907,L136769070,475734848,W257348485,OK,False,-1
E854050671,5454050671,545405067,545405067,193050172,T130501722,545405067,E854050671,OK,False,-1
W168707194,2268707194,226870719,226870719,326067598,H260675989,226870719,W168707194,OK,False,-1
W869041064,7269041064,726904106,726904106,644901450,O849014500,726904106,W869041064,OK,False,-1
K201634520,3501634520,350163452,350163452,729534612,W895346129,350163452,K201634520,OK,False,-1
G235451943,3135451943,313545194,313545194,948473002,T984730024,313545194,G235451943,OK,False,-1
U153367961,2053367961,205336796,205336796,385583713,N255837131,205336796,U153367961,OK,False,-1
N281952672,3881952672,388195267,388195267,011120874,B111208747,388195267,N281952672,OK,False,-1
G930431721,8130431721,813043172,813043172,104979750,K149797506,813043172,G930431721,OK,False,-1
V125933027,2125933027,212593302,212593302,801553352,F915533527,212593302,V125933027,OK,False,-1
R902507496,9202507496,920250749,920250749,510058959,B800589593,920250749,R902507496,OK,False,-1
A168079971,0068079971,006807997,006807997,242818829,Z128188296,006807997,A168079971,OK,False,-1
T865959552,6965959552,696595955,696595955,350025973,K200259738,696595955,T865959552,OK,False,-1
E250694960,2950694960,295069496,295069496,435494414,S254944140,295069496,E250694960,OK,False,-1
K818979634,6018979634,601897963,601897963,167062326,Q170623268,601897963,K818979634,OK,False,-1
N224573246,3824573246,382457324,382457324,184132076,S141320769,382457324,N224573246,OK,False,-1
A276459449,2576459449,257645944,257645944,558047779,F880477792,257645944,A276459449,OK,False,-1
R256391842,4256391842,425639184,425639184,035016687,D150166879,425639184,R256391842,OK,False,-1
N275159825,3875159825,387515982,387515982,513368670,B833686703,387515982,N275159825,OK,False,-1
P165283126,1565283126,156528312,156528312,762508444,B925084448,156528312,P165283126,OK,False,-1
J821664865,5921664865,592166486,592166486,775019281,C950192810,592166486,J821664865,OK,False,-1
U161328969,2061328969,206132896,206132896,492585251,Z225852513,206132896,U161328969,OK,False,-1
E158869038,0458869038,045886903,045886903,656276206,P862762062,045886903,E158869038,OK,False,-1
M121337325,1221337325,122133732,122133732,345414067,J254140672,122133732,M121337325,OK,False,-1
E106316324,0406316324,040631632,040631632,265880045,B258800458,040631632,E106316324,OK,False,-1
Q280538027,4180538027,418053802,418053802,231361697,X113616977,418053802,Q280538027,OK,False,-1
U941091725,9541091725,954109172,954109172,557229677,F872296774,954109172,U941091725,OK,False,-1
K280920343,3580920343,358092034,358092034,158869962,P188699622,358092034,K280920343,OK,False,-1
X996861625,9896861625,989686162,989686162,165034408,Q150344088,989686162,X996861625,OK,False,-1
K256798935,3556798935,355679893,355679893,931072643,S910726433,355679893,K256798935,OK,False,-1
T809775090,6909775090,690977509,690977509,872018175,M920181754,690977509,T809775090,OK,False,-1
L801363519,6101363519,610136351,610136351,328022748,H280227489,610136351,L801363519,OK,False,-1
X864304411,7364304411,736430441,736430441,990744962,Z907449629,736430441,X864304411,OK,False,-1
E111419476,0411419476,041141947,041141947,968007420,V980074205,041141947,E111419476,OK,False,-1
P937151919,9037151919,903715191,903715191,854663455,K946634553,903715191,P937151919,OK,False,-1
A191431534,0091431534,009143153,009143153,859305936,K993059366,009143153,A191431534,OK,False,-1
P271698742,4071698742,407169874,407169874,952623005,U926230057,407169874,P271698742,OK,False,-1
G194895974,0694895974,069489597,069489597,071752769,H117527694,069489597,G194895974,OK,False,-1
T206815102,4406815102,440681510,440681510,753594828,A935948289,440681510,T206815102,OK,False,-1
U879428696,7079428696,707942869,707942869,589370674,I893706745,707942869,U879428696,OK,False,-1
K207808793,3507808793,350780879,350780879,974627445,W946274450,350780879,K207808793,OK,False,-1
J112567984,0912567984,091256798,091256798,093191709,J131917093,091256798,J112567984,OK,False,-1
W823920699,7223920699,722392069,722392069,145838118,O158381181,722392069,W823920699,OK,False,-1
K278929247,3578929247,357892924,357892924,351439447,K214394473,357892924,K278929247,OK,False,-1
A120443477,0020443477,002044347,002044347,139542403,N195424036,002044347,A120443477,OK,False,-1
P987297568,9087297568,908729756,908729756,788790497,D987904970,908729756,P987297568,OK,False,-1
Z108469432,2408469432,240846943,240846943,204213340,U142133404,240846943,Z108469432,OK,False,-1
I234378629,3334378629,333437862,333437862,759379256,A993792563,333437862,I234378629,OK,False,-1
O873700506,6473700506,647370050,647370050,615295457,L852954573,647370050,O873700506,OK,False,-1
X143468685,2343468685,234346868,234346868,211328765,V113287654,234346868,X143468685,OK,False,-1
O859085271,6459085271,645908527,645908527,215665200,V156652002,645908527,O859085271,OK,False,-1
N136416138,1336416138,133641613,133641613,188827350,S188273505,133641613,N136416138,OK,False,-1
L210734659,3610734659,361073465,361073465,400524837,P205248372,361073465,L210734659,OK,False,-1
H800627674,5700627674,570062767,570062767,503131627,A831316270,570062767,H800627674,OK,False,-1
R178656402,1778656402,177865640,177865640,477608288,W276082886,177865640,R178656402,OK,False,-1
V173617589,2173617589,217361758,217361758,960683597,V906835977,217361758,V173617589,OK,False,-1
O985877103,8985877103,898587710,898587710,847422515,J974225152,898587710,O985877103,OK,False,-1
F272121761,3072121761,307212176,307212176,763071483,B930714837,307212176,F272121761,OK,False,-1
I180836632,0880836632,088083663,088083663,229705104,W197051049,088083663,I180836632,OK,False,-1
U129254222,2029254222,202925422,202925422,556046426,F860464262,202925422,U129254222,OK,False,-1
P175077907,1575077907,157507790,157507790,935904633,S959046330,157507790,P175077907,OK,False,-1
T220912466,4420912466,442091246,442091246,944853237,T948532371,442091246,T220912466,OK,False,-1
P178424846,1578424846,157842484,157842484,218259831,V182598319,157842484,P178424846,OK,False,-1
N927242331,8827242331,882724233,882724233,174926311,R149263117,882724233,N927242331,OK,False,-1
C856997719,5256997719,525699771,525699771,597253854,J872538547,525699771,C856997719,OK,False,-1
G162887411,0662887411,066288741,066288741,875645692,M956456928,066288741,G162887411,OK,False,-1
T190999426,1990999426,199099942,199099942,734178748,X841787485,199099942,T190999426,OK,False,-1
E116996094,0416996094,041699609,041699609,351080756,K210807568,041699609,E116996094,OK,False,-1
B128774229,0128774229,012877422,012877422,784938453,D949384536,012877422,B128774229,OK,False,-1
K273120940,3573120940,357312094,357312094,988145367,X981453675,357312094,K273120940,OK,False,-1
O280119031,3980119031,398011903,398011903,266677826,B266778269,398011903,O280119031,OK,False,-1
C250981564,2750981564,275098156,275098156,807212189,F972121890,275098156,C250981564,OK,False,-1
U212638872,4512638872,451263887,451263887,344838438,J248384382,451263887,U212638872,OK,False,-1
F182762432,0582762432,058276243,058276243,894830351,O948303519,058276243,F182762432,OK,False,-1
S213255222,4313255222,431325522,431325522,507438132,A874381324,431325522,S213255222,OK,False,-1
T280788824,4480788824,448078882,448078882,829368417,H993684170,448078882,T280788824,OK,False,-1
H979726117,8279726117,827972611,827972611,219615341,V196153417,827972611,H979726117,OK,False,-1
K825684837,6025684837,602568483,602568483,113271712,L132717123,602568483,K825684837,OK,False,-1
X248956324,4848956324,484895632,484895632,962680046,V926800461,484895632,X248956324,OK,False,-1
O200140541,3900140541,390014054,390014054,595979774,J859797744,390014054,O200140541,OK,False,-1
H241809974,3241809974,324180997,324180997,315729415,G257294157,324180997,H241809974,OK,False,-1
S107351097,1807351097,180735109,180735109,746329598,Z863295989,180735109,S107351097,OK,False,-1
